0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.578376,0.553711,0.5863689999999999,0.45830600000000005,0.596719,0.380416,0.601058,0.320538,0.5978979999999999,0.289498,0.575471,0.323265,0.576228,0.236826,0.576621,0.252819,0.5862069999999999,0.28065,0.567048,0.312341,0.568384,0.246614,0.5727909999999999,0.263912,0.579543,0.28620500000000004,0.5633739999999999,0.31876,0.563624,0.269449,0.565243,0.292483,0.569642,0.322644,0.561181,0.333092,0.561529,0.30756,0.567484,0.332106,0.57333,0.356662,0.0
0.578376,0.553711,0.5863689999999999,0.45830600000000005,0.596719,0.380416,0.601058,0.320538,0.5978979999999999,0.289498,0.575471,0.323265,0.576228,0.236826,0.576621,0.252819,0.5862069999999999,0.28065,0.567048,0.312341,0.568384,0.246614,0.5727909999999999,0.263912,0.579543,0.28620500000000004,0.5633739999999999,0.31876,0.563624,0.269449,0.565243,0.292483,0.569642,0.322644,0.561181,0.333092,0.561529,0.30756,0.567484,0.332106,0.57333,0.356662,0.0
0.428242,0.942274,0.37952199999999997,0.9325120000000001,0.373051,0.894691,0.364213,0.8593,0.35473899999999997,0.828643,0.358342,0.8078310000000001,0.359684,0.726195,0.35945,0.67184,0.35844499999999996,0.633522,0.36284299999999997,0.795613,0.38214899999999996,0.688124,0.375698,0.655882,0.374817,0.669196,0.372273,0.792079,0.388997,0.720581,0.38747800000000004,0.725511,0.391702,0.742324,0.38672399999999996,0.7938189999999999,0.397498,0.7560479999999999,0.393978,0.769072,0.387289,0.7840550000000001,0.0
0.428242,0.942274,0.37952199999999997,0.9325120000000001,0.373051,0.894691,0.364213,0.8593,0.35473899999999997,0.828643,0.358342,0.8078310000000001,0.359684,0.726195,0.35945,0.67184,0.35844499999999996,0.633522,0.36284299999999997,0.795613,0.38214899999999996,0.688124,0.375698,0.655882,0.374817,0.669196,0.372273,0.792079,0.388997,0.720581,0.38747800000000004,0.725511,0.391702,0.742324,0.38672399999999996,0.7938189999999999,0.397498,0.7560479999999999,0.393978,0.769072,0.387289,0.7840550000000001,0.0
0.7147359999999999,0.8766790000000001,0.742516,0.86669,0.78049,0.861192,0.794482,0.802316,0.813998,0.7383930000000001,0.859384,0.7501260000000001,0.842756,0.691311,0.8088380000000001,0.745718,0.799595,0.792171,0.842678,0.683049,0.8151970000000001,0.597737,0.7639,0.618472,0.749726,0.650881,0.804484,0.6426810000000001,0.77647,0.59942,0.737825,0.653795,0.734417,0.690711,0.764201,0.6117130000000001,0.7371340000000001,0.615482,0.704666,0.655741,0.692559,0.673216,0.0
0.7147359999999999,0.8766790000000001,0.742516,0.86669,0.78049,0.861192,0.794482,0.802316,0.813998,0.7383930000000001,0.859384,0.7501260000000001,0.842756,0.691311,0.8088380000000001,0.745718,0.799595,0.792171,0.842678,0.683049,0.8151970000000001,0.597737,0.7639,0.618472,0.749726,0.650881,0.804484,0.6426810000000001,0.77647,0.59942,0.737825,0.653795,0.734417,0.690711,0.764201,0.6117130000000001,0.7371340000000001,0.615482,0.704666,0.655741,0.692559,0.673216,0.0
0.767513,0.817013,0.761882,0.847992,0.763684,0.880624,0.737215,0.8588520000000001,0.715659,0.804977,0.820458,0.797487,0.7615810000000001,0.771005,0.723314,0.7696310000000001,0.70911,0.769703,0.8042090000000001,0.701498,0.717805,0.682971,0.680021,0.757644,0.687651,0.802765,0.773783,0.651095,0.698403,0.606295,0.680142,0.6653720000000001,0.697488,0.707882,0.7411439999999999,0.6064229999999999,0.696059,0.576497,0.685759,0.5837100000000001,0.695276,0.587252,0.0
0.767513,0.817013,0.761882,0.847992,0.763684,0.880624,0.737215,0.8588520000000001,0.715659,0.804977,0.820458,0.797487,0.7615810000000001,0.771005,0.723314,0.7696310000000001,0.70911,0.769703,0.8042090000000001,0.701498,0.717805,0.682971,0.680021,0.757644,0.687651,0.802765,0.773783,0.651095,0.698403,0.606295,0.680142,0.6653720000000001,0.697488,0.707882,0.7411439999999999,0.6064229999999999,0.696059,0.576497,0.685759,0.5837100000000001,0.695276,0.587252,0.0
0.7292310000000001,0.8634729999999999,0.788917,0.841995,0.8225620000000001,0.8453709999999999,0.813453,0.819449,0.7998390000000001,0.787578,0.836916,0.738983,0.817237,0.672629,0.799035,0.701671,0.797758,0.7222770000000001,0.78908,0.677114,0.76066,0.580511,0.729408,0.6294569999999999,0.728474,0.676952,0.735329,0.652226,0.7152109999999999,0.5432819999999999,0.698542,0.588022,0.707276,0.6501779999999999,0.682845,0.642251,0.6680159999999999,0.569198,0.656885,0.586989,0.659875,0.633739,0.0
0.7292310000000001,0.8634729999999999,0.788917,0.841995,0.8225620000000001,0.8453709999999999,0.813453,0.819449,0.7998390000000001,0.787578,0.836916,0.738983,0.817237,0.672629,0.799035,0.701671,0.797758,0.7222770000000001,0.78908,0.677114,0.76066,0.580511,0.729408,0.6294569999999999,0.728474,0.676952,0.735329,0.652226,0.7152109999999999,0.5432819999999999,0.698542,0.588022,0.707276,0.6501779999999999,0.682845,0.642251,0.6680159999999999,0.569198,0.656885,0.586989,0.659875,0.633739,0.0
